Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.600580420494079590e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.181800000000000139e+01,3.470199999999999818e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.610582423210144043e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.181800000000000139e+01,3.470199999999999818e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.620588121414184570e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.181800000000000139e+01,3.475099999999999767e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.630588438510894775e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.191600000000000037e+01,3.479999999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.640594460964202881e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.196499999999999986e+01,3.484799999999999898e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.650597364902496338e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.201400000000000290e+01,3.475099999999999767e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.660598304271697998e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.201400000000000290e+01,3.479999999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.670603895187377930e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.206300000000000239e+01,3.494599999999999795e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.680606763362884521e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.206300000000000239e+01,3.494599999999999795e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.690612354278564453e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.220900000000000318e+01,3.509300000000000352e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.700618135929107666e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.220900000000000318e+01,3.509300000000000352e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.710619909763336182e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.206300000000000239e+01,3.509300000000000352e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.720625193119049072e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.230700000000000216e+01,3.514200000000000301e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.730626070499420166e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.225800000000000267e+01,3.519100000000000250e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.740630850791931152e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.215999999999999659e+01,3.509300000000000352e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.750631706714630127e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.235600000000000165e+01,3.523899999999999721e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.760636425018310547e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.225800000000000267e+01,3.514200000000000301e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.770642757415771484e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.225800000000000267e+01,3.509300000000000352e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.780643637180328369e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.235600000000000165e+01,3.519100000000000250e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.790644555091857910e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.235600000000000165e+01,3.509300000000000352e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.800645513534545898e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.220900000000000318e+01,3.523899999999999721e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.810646553039550781e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.245400000000000063e+01,3.523899999999999721e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.820650856494903564e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.250200000000000244e+01,3.523899999999999721e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.830653102397918701e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.245400000000000063e+01,3.528799999999999670e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.840655231475830078e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.264900000000000091e+01,3.543500000000000227e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.850659406185150146e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.269800000000000040e+01,3.543500000000000227e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.860664172172546387e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.260000000000000142e+01,3.548400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.870665972232818604e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.264900000000000091e+01,3.538600000000000279e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.880670921802520752e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.274699999999999989e+01,3.548400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.890674786567687988e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.269800000000000040e+01,3.533700000000000330e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.900679843425750732e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.269800000000000040e+01,3.553300000000000125e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.910685765743255615e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.260000000000000142e+01,3.548400000000000176e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.920690195560455322e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.264900000000000091e+01,3.553300000000000125e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.930693461894989014e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.274699999999999989e+01,3.543500000000000227e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.940694696903228760e+02,0.000000000000000000e+00,3.000000000000000000e+01,3.274699999999999989e+01,3.553300000000000125e+01,2.300000000000000000e+01,2.300000000000000000e+01
