Tiempo (s), Cal1 (%), Cal2 (%), Temp1 (°C), Temp2 (°C), Set1 (°C), Set2 (°C)
1.443532962799072266e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.281499999999999773e+01,3.861200000000000188e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.453547480106353760e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.281499999999999773e+01,3.861200000000000188e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.463554539680480957e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.296200000000000330e+01,3.861200000000000188e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.473566899299621582e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.301100000000000279e+01,3.871000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.483575229644775391e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.301100000000000279e+01,3.885600000000000165e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.493591339588165283e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.320600000000000307e+01,3.919800000000000040e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.503605518341064453e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.315699999999999648e+01,3.895400000000000063e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.513612101078033447e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.345100000000000051e+01,3.910099999999999909e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.523626961708068848e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.345100000000000051e+01,3.919800000000000040e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.533788044452667236e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.345100000000000051e+01,3.919800000000000040e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.543800668716430664e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.345100000000000051e+01,3.929599999999999937e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.553819892406463623e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.369500000000000028e+01,3.939399999999999835e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.563829803466796875e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.359700000000000131e+01,3.924699999999999989e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.573845927715301514e+02,2.000000000000000000e+01,2.000000000000000000e+01,4.379299999999999926e+01,3.939399999999999835e+01,2.300000000000000000e+01,2.300000000000000000e+01
